index,reasoning,is_pcl,categories
1200,"The text describes the admirable work of the author's siblings in social work, education, and activism, particularly concerning refugees and social justice. The language is factual and descriptive, without any elements that could be considered patronizing or condescending. It highlights their contributions without romanticizing poverty, assuming authority, or offering shallow solutions.",False,
1201,"The text describes a situation affecting migrants at the Peru-Ecuador border. It reports on a policy change (requiring passports instead of identity cards) and its potential impact (many migrants lack passports). The text is informative and does not contain any elements of PCL. There's no indication of unbalanced power relations, shallow solutions, presuppositions, authority voice, metaphors, compassion, or romanticization of poverty. The tone is neutral and factual.",False,
1202,"The text discusses the securitization of migration and the pejorative loading of the term ""migrant."" It analyzes how the term has become associated with wrongful activity, especially in the context of the ""refugee crisis."" The passage does not exhibit any characteristics of patronizing or condescending language. It is a neutral observation on the changing connotations of a word.",False,
1203,"The text states that a pitch will leave players vulnerable to injuries. This statement uses the word 'vulnerable' to describe a potential safety issue in a sports context. There is no indication of unbalanced power relations, shallow solutions, presuppositions, authority voice, metaphors, compassion, or romanticization of poverty. Therefore, it does not contain PCL.",False,
1204,"The text suggests actions to help migrants (employment exchange and pre-departure training), but it does not contain patronizing or condescending language. It simply proposes practical solutions to address the challenges faced by migrants.",False,
1205,"The text describes a ""sense of hopelessness"" pervading a protest. This could be seen as an over-generalization, as it presents a single, negative emotional state as a defining characteristic of an entire community or event. It may also be an example of compassion as it is meant to evoke pity, but doesn't contain exaggerated language.",True,['Presupposition']
1206,The text describes a political strategy employed by Jubilee strategists. It suggests that they are creating fear around a Raila presidency and portraying the opposition as divided and lacking a Kenyan agenda. This does not necessarily contain patronizing or condescending language towards any vulnerable community. The statement focuses on political strategy and perception management rather than expressing any condescending attitudes or stereotypes about any group.,False,
1207,"The text describes a situation where a public figure (Mr. Trump) may pardon a former sheriff convicted of targeting immigrants. This hints at unbalanced power relations, as it shows a powerful figure potentially absolving someone accused of harming a vulnerable community. The potential pardon is a shallow solution to the deep-rooted problem of discrimination and xenophobia. The text presupposes that the sheriff was indeed targeting immigrants.",True,"['Unbalanced power relations', 'Shallow solution', 'Presupposition']"
1208,"The text presents statistics about homelessness and substandard housing in Nigeria and suggests that private developers should invest in real estate. While it addresses a serious issue, it doesn't employ patronizing or condescending language. It does not make assumptions, romanticize poverty, or present shallow solutions. It also doesn't use metaphors or express unbalanced power dynamics.",False,
1209,"The text expresses a strong opinion about Israel's actions and their consequences, particularly concerning refugees. It uses emotionally charged language ('maims women, children and babies') and makes broad generalizations ('A state that cannot co-exist with others'). While the text criticizes a state's actions, the phrasing and generalizations could be seen as presuppositions or could unintentionally elicit pity (compassion) through the use of vivid descriptions.",True,"['Presupposition', 'Compassion']"
1210,"The text uses the term 'short-term immigrant', which can be seen as a way to distance oneself from the identity of 'immigrant'. This distancing implies a power dynamic where the speaker may view themselves as different or superior to 'permanent' immigrants. Additionally, the text presents an assumption regarding the duration required for an immigrant status, without providing any sources for this definition. The speaker claims to understand the needs and constraints faced by those who immigrate to a new country, thus speaking on behalf of them.",True,"['Unbalanced power relations', 'Presupposition', 'Authority voice']"
1211,"The text uses the term 'thrillingly novel experience' to describe homelessness, which is a clear sign of patronizing and condescending language. This falls under the category of using a metaphor to soften or obscure the true meaning of a situation. The author minimizes the serious issue of homelessness by portraying it as a 'thrilling' experience. Additionally, the reference to homemade sandwiches suggests a shallow solution to a complex problem.",True,"['Metaphor', 'Shallow solution']"
1212,"The text uses exaggerated and emotive language to describe the situation, aiming to elicit pity for the woman and her husband. Phrases like 'days of helplessness,' 'empty bottles lying around,' 'refused treatment,' 'turned violent,' 'sank into a hopeless depression' are all designed to evoke strong emotional responses and emphasize their vulnerability. Therefore, it contains PCL.",True,['Compassion']
1213,"The text uses the term ""hopeless"" to describe Pakistan's past record regarding justice, suggesting a complete lack of progress or capability. This generalization about a nation's justice system can be seen as a form of presupposition or oversimplification, potentially reflecting a condescending viewpoint.",True,['Presupposition']
1214,"The text uses the term ""in need of housing"", which is a euphemism that obscures the true meaning of the situation, and can be condescending. The author positions themselves as someone who can ""ensure"" housing for those in need, suggesting an unbalanced power dynamic.",True,"['Unbalanced power relations', 'Metaphor']"
1215,"The text uses the term ""needy families,"" which is a common but potentially patronizing way to refer to families experiencing poverty. It frames them as being 'in-need,' which simplifies their circumstances and can be seen as a form of compassion that emphasizes vulnerability. The statement focuses on evoking pity rather than addressing systemic issues.",True,['Compassion']
1216,"The text describes a situation where communities are vulnerable to multiple hazards. It presents factual information about the number of people and households exposed to these hazards. There is no use of patronizing or condescending language. The tone is neutral and objective, focusing on the description of the vulnerability rather than exploiting it for emotional appeal or suggesting simplistic solutions. The language is straightforward and doesn't employ metaphors or romanticize poverty. The text does not claim power over the community, act as a spokesperson, or make unsupported assumptions.",False,
1217,The text is a neutral description of a scene in a refugee camp. There is no evidence of patronizing or condescending language. It simply states a fact about refugees at a specific location.,False,
1218,The text provides historical context about a woman writer in science fiction. There's no indication of patronizing or condescending language. It simply describes Merril's achievements and recognition within her field.,False,
1219,"The text presents a historical perspective on Mexican immigration policy, focusing on economic benefits and national growth. It quotes a newspaper to illustrate the viewpoint on colonization as a means to increase population and exploit agricultural resources for global markets. The excerpt doesn't demonstrate patronizing or condescending language towards immigrants. It frames immigration as a positive endeavor for the country's development.",False,
1220,"The text presents a generalized, positive view of women's opportunities without acknowledging the systemic barriers or inequalities that may still exist. It presupposes that all women have the same range of options and flexibility, which is not necessarily true. The statement reflects the speaker's privileged position and may not align with the experiences of all women. Hence, there is a presupposition in generalizing women's experiences.",True,['Presupposition']
1221,"The text makes sweeping generalizations about immigrants, attributing negative characteristics such as lack of vision, ambition, and being prone to violence. These are unsubstantiated stereotypes and assumptions, fitting the 'Presupposition' category. Additionally, by using phrases like 'they have no vision,' the author adopts an 'Authority voice' by making broad claims about an entire community.",True,"['Presupposition', 'Authority voice']"
1222,"The text presents statistical data about the homeless community, focusing on age demographics and the presence of children. It does not contain any language that could be interpreted as patronizing or condescending. There are no claims of power imbalance, shallow solutions, presuppositions, authoritative voice, metaphors, expressions of compassion, or romanticization of poverty.",False,
1223,"The text presents information about a survey conducted on children and teenagers from poor families. It doesn't exhibit any patronizing or condescending language. It simply reports the findings of a survey, without making assumptions, romanticizing poverty, or using unbalanced power dynamics. Therefore, it does not contain PCL.",False,
1224,"The text contains PCL because it suggests that access to higher education for poor families is a gift or a privilege granted by a political figure ('Shahbaz Sharif said that doors of higher education have been opened'). This implies an unbalanced power dynamic where the political figure is the benefactor and the students are passive recipients. Additionally, there's an implication that this access somehow promotes 'national solidarity and brotherhood,' which is a shallow and possibly exaggerated claim about the impact of the program.",True,"['Unbalanced power relations', 'Shallow solution']"
1225,"The text describes how social media tools can be used to identify problems, such as roads in need of repair or stores that are out of stock. It doesn't contain any language that suggests unbalanced power relations, shallow solutions, presuppositions, an authoritative voice, metaphors, exaggerated compassion, or romanticization of poverty. It is a neutral statement about the potential uses of social media for identifying problems.",False,
1226,"The text simply describes Fritzie Rodriguez's professional background and her work at Save the Children. It does not contain any elements of patronizing or condescending language towards women or any other community. There is no unbalanced power dynamic, shallow solutions, presuppositions, authority voice, metaphors, compassion, or romanticization of poverty present.",False,
1227,The text describes a legal order related to the reunification of migrant families separated at the border. It does not contain any language that could be considered patronizing or condescending. It's a factual statement about a legal and political situation.,False,
1228,The text simply describes a proposal to speed up homeless housing construction. There's no indication of patronizing or condescending language. It is a neutral statement of fact.,False,
1229,"The text describes an act of celebration of immigrants. It does not contain any element of condescension or patronizing language, nor does it fall into any of the defined PCL categories. The person is celebrating immigrants as opposed to patronizing them.",False,
